application_number,advice_date,ego_examiner_id,alter_examiner_id
9746270,05/08/2008,96764.0,67389.0
9746270,05/08/2008,96764.0,92921.0
9747691,08/04/2008,97146.0,72086.0
9747698,07/11/2008,88496.0,92464.0
9749106,15/01/2008,99952.0,78241.0
9749106,15/01/2008,99952.0,98437.0
9750105,21/07/2008,74243.0,65231.0
9750105,21/07/2008,65231.0,65231.0
9752464,24/01/2008,67189.0,71985.0
9753086,03/07/2008,95600.0,76536.0
9753086,03/07/2008,95600.0,62242.0
9755002,09/01/2008,94270.0,81337.0
9755002,09/01/2008,94270.0,66927.0
9755512,28/10/2008,60449.0,97961.0
9756120,11/07/2008,75973.0,76536.0
9756120,26/12/2008,75973.0,76536.0
9756120,11/07/2008,75973.0,62242.0
9758267,04/12/2008,62919.0,96691.0
9758267,04/12/2008,62919.0,78036.0
9758267,04/12/2008,62919.0,63639.0
9760039,16/06/2008,95726.0,91338.0
9760588,28/05/2008,92462.0,67256.0
9764662,28/08/2008,90294.0,92028.0
9769392,26/03/2008,74039.0,62528.0
9770571,02/01/2008,96764.0,60716.0
9770769,02/01/2008,68425.0,62540.0
9770769,02/01/2008,68425.0,97703.0
9771054,21/07/2008,90588.0,82244.0
9775170,13/05/2008,60501.0,67389.0
9778474,17/11/2008,73223.0,71764.0
9778474,17/11/2008,73223.0,61485.0
9780035,12/08/2008,96963.0,72882.0
9781329,28/03/2008,83122.0,67389.0
9782187,29/01/2008,63962.0,92464.0
9782187,29/01/2008,63962.0,70835.0
9785518,27/05/2008,94270.0,81337.0
9785518,27/05/2008,94270.0,66927.0
9786527,28/10/2008,60501.0,67389.0
9786527,28/10/2008,60501.0,98738.0
9788268,20/11/2008,72848.0,96339.0
9788268,20/11/2008,72848.0,67515.0
9788281,12/06/2008,94270.0,67389.0
9788281,12/06/2008,94270.0,97655.0
9788329,21/07/2008,83122.0,67389.0
9801958,27/08/2008,60977.0,96653.0
9801958,27/08/2008,60977.0,65572.0
9804074,29/04/2008,95938.0,67389.0
9804907,23/01/2008,69524.0,62242.0
9809029,29/09/2008,97910.0,65790.0
9809029,29/09/2008,97910.0,59738.0
9809029,29/09/2008,97910.0,99004.0
9809273,01/04/2008,76927.0,77184.0
9809273,08/10/2008,76927.0,77184.0
9809325,21/04/2008,66400.0,69502.0
9810625,24/01/2008,72573.0,74333.0
9812872,30/06/2008,65566.0,93567.0
9814182,06/08/2008,63962.0,92028.0
9814607,19/12/2008,80410.0,92028.0
9817300,26/06/2008,84860.0,92464.0
9817731,07/02/2008,71004.0,96691.0
9817731,07/02/2008,71004.0,78036.0
9817731,07/02/2008,71004.0,98783.0
9818699,25/01/2008,96885.0,81442.0
9820158,11/12/2008,59811.0,67581.0
9820158,11/12/2008,59811.0,70571.0
9820158,11/12/2008,59811.0,67256.0
9820158,11/12/2008,59811.0,64900.0
9821190,07/03/2008,66685.0,67389.0
9821584,20/11/2008,92812.0,65586.0
9821584,20/11/2008,92812.0,60128.0
9821584,20/11/2008,92812.0,65617.0
9822300,31/01/2008,97590.0,87028.0
9822675,25/11/2008,91354.0,71487.0
9822686,28/01/2008,76621.0,84122.0
9822950,30/06/2008,71004.0,69502.0
9822950,23/01/2008,71004.0,68338.0
9822950,30/06/2008,71004.0,68338.0
9822950,23/01/2008,71004.0,63589.0
9823429,17/03/2008,60501.0,67389.0
9823508,31/12/2008,87031.0,81731.0
9823835,20/03/2008,96764.0,67389.0
9824035,04/09/2008,79978.0,65231.0
9824367,28/04/2008,60501.0,67389.0
9824493,27/03/2008,85308.0,85057.0
9824493,27/03/2008,85308.0,69090.0
9824997,28/07/2008,61111.0,92464.0
9825423,28/07/2008,84356.0,98531.0
9825423,28/07/2008,84356.0,64050.0
9826118,04/02/2008,84460.0,71175.0
9826157,26/06/2008,92812.0,73271.0
9827127,13/06/2008,94230.0,93380.0
9827127,13/06/2008,94230.0,97961.0
9827127,30/09/2008,94230.0,97961.0
9827332,26/11/2008,88077.0,87028.0
9828864,19/08/2008,78821.0,62919.0
9829937,09/01/2008,93735.0,85057.0
9829937,09/01/2008,93735.0,69090.0
9830972,24/04/2008,93839.0,71946.0
9831274,30/04/2008,60501.0,67389.0
9831954,30/09/2008,63388.0,67256.0
9833222,22/12/2008,74224.0,65024.0
9833222,22/12/2008,74224.0,94911.0
9834796,24/09/2008,69116.0,85308.0
9835537,11/12/2008,59811.0,72814.0
9835537,11/12/2008,59811.0,67581.0
9836397,11/07/2008,69116.0,62528.0
9836584,17/10/2008,66400.0,61679.0
9837505,25/11/2008,75973.0,76536.0
9838436,11/02/2008,84516.0,76536.0
9838436,11/02/2008,84516.0,62242.0
9839433,21/05/2008,91688.0,71059.0
9839433,04/11/2008,91688.0,71059.0
9839509,16/12/2008,62919.0,96691.0
9839509,16/12/2008,62919.0,78036.0
9839509,16/12/2008,62919.0,63639.0
9842127,13/06/2008,99122.0,68231.0
9842127,13/06/2008,99122.0,83313.0
9842127,13/06/2008,99122.0,92028.0
9845606,08/12/2008,91791.0,72089.0
9845839,11/01/2008,60130.0,97202.0
9845839,11/01/2008,60130.0,96465.0
9846521,25/01/2008,64660.0,76536.0
9846991,17/11/2008,94270.0,97655.0
9848713,23/07/2008,65867.0,62242.0
9848987,24/10/2008,65566.0,77825.0
9848987,24/10/2008,65566.0,62528.0
9849969,16/04/2008,96963.0,67657.0
9850384,07/07/2008,90049.0,67389.0
9850384,15/09/2008,90049.0,67389.0
9851363,08/01/2008,60501.0,67389.0
9851674,11/08/2008,59407.0,98182.0
9851674,13/03/2008,59407.0,96339.0
9851674,11/08/2008,59407.0,96339.0
9851674,13/03/2008,59407.0,67515.0
9851674,11/08/2008,59407.0,67515.0
9852229,29/05/2008,79978.0,73703.0
9852979,29/07/2008,90049.0,74333.0
9854356,08/01/2008,87897.0,69583.0
9854356,08/01/2008,87897.0,72882.0
9855584,11/03/2008,60094.0,74333.0
9857204,09/04/2008,72332.0,69402.0
9857204,09/04/2008,72332.0,96125.0
9857491,30/01/2008,87666.0,60579.0
9857491,30/01/2008,87666.0,74747.0
9862410,26/03/2008,96764.0,67389.0
9862410,26/03/2008,96764.0,91853.0
9864456,15/09/2008,99027.0,85786.0
9864608,18/03/2008,73119.0,91338.0
9864608,18/03/2008,73119.0,65885.0
9866259,08/09/2008,63007.0,74759.0
9866680,02/10/2008,65566.0,93567.0
9866680,02/10/2008,65566.0,62528.0
9867797,28/05/2008,73119.0,64243.0
9868151,02/04/2008,65586.0,81442.0
9868277,30/04/2008,65566.0,93567.0
9868277,30/04/2008,65566.0,62528.0
9868819,26/03/2008,72573.0,68460.0
9868819,02/10/2008,72573.0,68460.0
9868819,26/03/2008,72573.0,79585.0
9872502,17/01/2008,98854.0,94442.0
9872502,17/01/2008,98854.0,62033.0
9872502,14/05/2008,98854.0,93677.0
9872566,07/01/2008,65566.0,92464.0
9872566,07/01/2008,65566.0,70835.0
9872590,28/01/2008,88077.0,87028.0
9872647,18/01/2008,88077.0,87028.0
9873272,29/07/2008,96697.0,92464.0
9873272,25/01/2008,96697.0,67389.0
9873272,29/07/2008,96697.0,67389.0
9873272,25/01/2008,96697.0,70835.0
9873272,29/07/2008,96697.0,76536.0
9874292,22/07/2008,92674.0,73191.0
9875546,02/07/2008,94753.0,62384.0
9876090,20/02/2008,66685.0,68783.0
9876090,20/02/2008,66685.0,85057.0
9876090,20/02/2008,66685.0,69090.0
9876111,08/01/2008,69524.0,62242.0
9877404,28/08/2008,61918.0,72535.0
9878536,10/04/2008,66805.0,66400.0
9879854,28/07/2008,67690.0,61180.0
9879854,28/07/2008,67690.0,71948.0
9879854,28/07/2008,67690.0,71259.0
9879854,28/07/2008,67690.0,98700.0
9879854,28/07/2008,67690.0,93403.0
9879854,28/07/2008,67690.0,78807.0
9879854,28/07/2008,67690.0,68486.0
9879854,28/07/2008,67690.0,60377.0
9879854,28/07/2008,67690.0,65713.0
9879854,28/07/2008,67690.0,87486.0
9880097,09/09/2008,93839.0,67669.0
9881024,18/08/2008,95339.0,75373.0
9881737,30/05/2008,91354.0,71487.0
9882485,11/01/2008,68425.0,62540.0
9882491,04/09/2008,59397.0,98108.0
9882491,17/12/2008,59397.0,98108.0
9882491,17/12/2008,59397.0,73191.0
9882702,15/09/2008,97703.0,94120.0
9882702,15/09/2008,97703.0,73703.0
9885287,28/10/2008,96939.0,71059.0
9886296,22/04/2008,91688.0,71059.0
9886611,03/10/2008,94270.0,97655.0
9888110,26/11/2008,94270.0,81337.0
9888110,26/11/2008,94270.0,66927.0
9888365,31/07/2008,94301.0,59975.0
9888365,31/07/2008,94301.0,62882.0
9890799,07/10/2008,60715.0,71059.0
9891225,14/01/2008,67570.0,77583.0
9892296,03/01/2008,75973.0,76536.0
9892296,30/12/2008,75973.0,76536.0
9892490,23/05/2008,66805.0,92028.0
9892490,23/05/2008,66805.0,66400.0
9892525,10/07/2008,60501.0,79585.0
9893431,26/03/2008,94230.0,66096.0
9893441,13/02/2008,94230.0,66096.0
9894035,19/05/2008,95938.0,98830.0
9896228,17/06/2008,65867.0,76536.0
9896390,18/11/2008,68425.0,62540.0
9896390,18/11/2008,68425.0,94120.0
9896390,18/11/2008,68425.0,94753.0
9896390,18/11/2008,68425.0,65231.0
9896470,18/04/2008,87666.0,60579.0
9896470,18/04/2008,87666.0,74747.0
9896470,18/04/2008,87666.0,97703.0
9896470,17/10/2008,87666.0,94363.0
9899829,31/01/2008,99654.0,67389.0
9902651,22/09/2008,84356.0,98531.0
9902651,22/09/2008,84356.0,64050.0
9903033,08/08/2008,72573.0,71487.0
9903630,13/02/2008,64660.0,76536.0
9904409,07/08/2008,83375.0,73703.0
9910206,08/02/2008,60768.0,87028.0
9910206,08/02/2008,88077.0,87028.0
9910853,04/12/2008,60501.0,85057.0
9910853,04/12/2008,60501.0,69090.0
9911819,23/07/2008,97590.0,71380.0
9912920,19/02/2008,88565.0,67389.0
9912920,19/02/2008,88565.0,99865.0
9913643,07/02/2008,90588.0,98081.0
9913643,07/02/2008,90588.0,67669.0
9915719,02/05/2008,60802.0,92028.0
9916323,04/09/2008,65566.0,93567.0
9918376,24/12/2008,97703.0,62540.0
9919527,25/02/2008,83122.0,66055.0
9919527,15/10/2008,83122.0,66055.0
9919729,18/12/2008,83122.0,96021.0
9920591,07/04/2008,69116.0,64243.0
9920591,07/04/2008,69116.0,62528.0
9920893,26/03/2008,90049.0,76536.0
9920893,26/03/2008,90049.0,62528.0
9920893,26/03/2008,90049.0,91853.0
9921096,02/09/2008,68425.0,62540.0
9921096,02/09/2008,68425.0,94120.0
9921096,02/09/2008,68425.0,65231.0
9922076,10/04/2008,96885.0,67666.0
9922076,10/04/2008,96885.0,92812.0
9922153,19/03/2008,79841.0,99395.0
9922209,10/12/2008,59719.0,76536.0
9922293,15/08/2008,97242.0,73239.0
9923075,15/12/2008,96196.0,65586.0
9923870,18/12/2008,97586.0,72253.0
9923870,18/12/2008,97586.0,96339.0
9924185,02/06/2008,92475.0,68515.0
9924808,22/05/2008,96764.0,85057.0
9924808,22/05/2008,96764.0,69090.0
9926007,22/02/2008,96764.0,91853.0
9926367,15/08/2008,93859.0,77184.0
9926367,15/08/2008,93859.0,97692.0
9926661,19/09/2008,93839.0,71946.0
9926661,19/09/2008,93839.0,67669.0
9926661,19/09/2008,93839.0,95981.0
9927894,14/05/2008,69116.0,92464.0
9927894,14/05/2008,69116.0,70835.0
9927906,10/01/2008,67078.0,72089.0
9928133,21/10/2008,98381.0,92028.0
9930119,05/09/2008,68584.0,72573.0
9930119,05/09/2008,68584.0,64834.0
9931469,02/09/2008,97795.0,71764.0
9931469,02/09/2008,97795.0,61485.0
9931577,30/04/2008,68425.0,68762.0
9931577,30/04/2008,68425.0,78241.0
9933582,23/01/2008,60094.0,62528.0
9934036,01/02/2008,65867.0,62242.0
9934884,15/05/2008,63962.0,92464.0
9934884,15/05/2008,63962.0,76536.0
9934884,15/05/2008,63962.0,92028.0
9935446,09/04/2008,75973.0,62242.0
9937587,21/07/2008,93859.0,77068.0
9937730,04/09/2008,97910.0,85987.0
9937730,04/09/2008,97910.0,59738.0
9937730,04/09/2008,97910.0,99004.0
9941837,29/05/2008,68425.0,94120.0
9941837,29/05/2008,68425.0,73703.0
9942690,25/03/2008,74473.0,98905.0
9943054,20/03/2008,73364.0,65737.0
9943424,23/12/2008,75615.0,95398.0
9943424,18/06/2008,75615.0,71764.0
9943424,18/06/2008,75615.0,61485.0
9943836,01/08/2008,68810.0,71985.0
9944062,14/04/2008,93735.0,67389.0
9945160,23/04/2008,67543.0,67389.0
9946009,14/10/2008,60130.0,99574.0
9946009,14/10/2008,60130.0,92060.0
9946781,01/04/2008,65231.0,60579.0
9946781,15/10/2008,65231.0,60579.0
9946781,01/04/2008,65231.0,74747.0
9946781,01/04/2008,65231.0,65231.0
9946919,01/08/2008,97703.0,65231.0
9947055,18/04/2008,64623.0,59768.0
9947181,24/12/2008,73296.0,62528.0
9947736,30/12/2008,73847.0,71764.0
9947736,30/12/2008,73847.0,61485.0
9947760,30/04/2008,64623.0,81337.0
9947760,30/04/2008,64623.0,66927.0
9949630,15/01/2008,88077.0,87028.0
9949630,21/05/2008,88077.0,87028.0
9951774,20/05/2008,64623.0,81337.0
9951774,20/05/2008,64623.0,66927.0
9951952,29/10/2008,75216.0,75919.0
9952080,30/01/2008,95600.0,76536.0
9952259,07/07/2008,67543.0,67389.0
9952295,26/06/2008,73119.0,85057.0
9952295,26/06/2008,73119.0,69090.0
9952329,04/02/2008,65198.0,95234.0
9952990,29/04/2008,71230.0,61827.0
9952990,29/04/2008,71230.0,80254.0
9953580,03/09/2008,88297.0,62188.0
9954362,29/10/2008,77207.0,91338.0
9954362,29/10/2008,77207.0,77169.0
9954654,15/04/2008,60501.0,67389.0
9955665,24/03/2008,64623.0,67389.0
9955764,07/10/2008,73150.0,60843.0
9957008,29/04/2008,97517.0,71393.0
9957008,24/11/2008,97517.0,71393.0
9958133,14/03/2008,97305.0,76536.0
9958299,09/07/2008,59491.0,71243.0
9958624,12/11/2008,99369.0,67581.0
9958624,25/02/2008,99369.0,98081.0
9958624,12/11/2008,99369.0,98081.0
9958624,25/02/2008,99369.0,71059.0
9958885,06/08/2008,65566.0,93567.0
9958885,06/08/2008,65566.0,62528.0
9959009,27/10/2008,72573.0,68460.0
9962706,14/07/2008,60280.0,99395.0
9962958,13/11/2008,98330.0,95726.0
9964158,29/07/2008,98330.0,91338.0
9964158,29/07/2008,98330.0,62919.0
9964637,24/03/2008,76536.0,67570.0
9964637,24/03/2008,76536.0,62242.0
9965014,12/09/2008,65867.0,82386.0
9965014,12/09/2008,65867.0,97590.0
9966902,22/01/2008,94270.0,97655.0
9966909,06/06/2008,97650.0,91201.0
9967423,18/03/2008,72573.0,79585.0
9967601,10/12/2008,72573.0,61293.0
9967601,10/12/2008,72573.0,92763.0
9967601,10/12/2008,72573.0,98738.0
9967601,18/06/2008,72573.0,71487.0
9967601,18/06/2008,72573.0,65424.0
9967877,20/06/2008,67355.0,94120.0
9967970,08/12/2008,88496.0,85308.0
9969407,23/01/2008,64660.0,62242.0
9970134,03/06/2008,68752.0,70026.0
9971313,14/05/2008,75973.0,76536.0
9971313,01/10/2008,75973.0,76536.0
9971313,03/12/2008,75973.0,76536.0
9971313,14/05/2008,75973.0,62242.0
9972032,28/07/2008,70204.0,72882.0
9972032,28/07/2008,70204.0,94911.0
9972076,28/10/2008,73150.0,70026.0
9972076,28/10/2008,73150.0,63657.0
9972310,10/10/2008,75973.0,76536.0
9972310,10/10/2008,75973.0,62242.0
9973349,30/04/2008,97309.0,99121.0
9974555,01/02/2008,94129.0,67927.0
9974555,01/02/2008,94129.0,93547.0
9974676,22/02/2008,94987.0,61533.0
9974676,03/09/2008,94987.0,61533.0
9974676,03/09/2008,94987.0,68675.0
9974676,03/09/2008,94987.0,63002.0
9975690,11/03/2008,75973.0,76536.0
9976091,18/12/2008,98778.0,92028.0
9979948,22/02/2008,68665.0,72882.0
9979983,13/11/2008,79998.0,83034.0
9979983,13/11/2008,79998.0,77169.0
9979983,13/11/2008,79998.0,68665.0
9979983,13/11/2008,79998.0,63043.0
9980403,10/04/2008,59211.0,65790.0
9980952,23/06/2008,75929.0,98108.0
9981182,22/12/2008,80410.0,92028.0
9981392,10/01/2008,60094.0,62528.0
9981444,11/07/2008,75973.0,62242.0
9981444,13/11/2008,75973.0,62242.0
9981847,09/12/2008,83122.0,92464.0
9981847,09/12/2008,83122.0,94556.0
9981977,11/06/2008,65566.0,93567.0
9981977,11/06/2008,65566.0,62528.0
9981977,11/06/2008,69116.0,66685.0
9983100,20/08/2008,88496.0,65885.0
9983216,25/03/2008,71388.0,77068.0
9983216,25/03/2008,71388.0,63935.0
9983496,25/01/2008,61103.0,62528.0
9984414,28/07/2008,68584.0,74114.0
9984414,28/07/2008,68584.0,72573.0
9984505,30/05/2008,72573.0,79585.0
9984528,14/07/2008,68584.0,92763.0
9984528,14/07/2008,68584.0,72573.0
9985676,01/04/2008,63962.0,92464.0
9985676,01/04/2008,63962.0,70835.0
9985676,01/04/2008,63962.0,62528.0
9985878,25/01/2008,63962.0,92464.0
9985878,25/01/2008,63962.0,79585.0
9988785,09/01/2008,60094.0,62528.0
9988907,31/07/2008,72573.0,71487.0
9988907,31/07/2008,72573.0,92028.0
9988995,08/12/2008,73296.0,70835.0
9988995,08/12/2008,73296.0,62528.0
9988995,08/12/2008,73296.0,75919.0
9990570,06/08/2008,75036.0,65737.0
9990761,17/04/2008,61103.0,62528.0
9990770,14/04/2008,83222.0,61134.0
9991025,28/03/2008,68425.0,94753.0
9991025,28/03/2008,68425.0,65231.0
9991234,19/09/2008,67543.0,67389.0
9991234,19/09/2008,67543.0,75919.0
9991766,21/03/2008,61827.0,80254.0
9992155,11/01/2008,98127.0,91791.0
9993733,17/04/2008,66824.0,77184.0
9993733,17/04/2008,66824.0,65934.0
9993787,18/09/2008,65566.0,93567.0
9993787,18/09/2008,65566.0,62528.0
9993947,29/01/2008,62126.0,97961.0
9993947,29/01/2008,62126.0,92028.0
9995696,06/10/2008,69116.0,70835.0
9996445,25/06/2008,67189.0,69207.0
9996519,28/01/2008,87666.0,60579.0
9996519,28/01/2008,87666.0,65231.0
9996745,04/04/2008,79058.0,99007.0
9997336,24/07/2008,68425.0,62540.0
9997336,24/07/2008,68425.0,65231.0
9998009,13/05/2008,73364.0,72814.0
9999564,06/06/2008,94129.0,60000.0
9999564,06/06/2008,94129.0,92028.0
9999698,11/09/2008,60078.0,95660.0
10000674,08/10/2008,73296.0,62528.0
10000674,08/10/2008,73296.0,75919.0
10000715,24/03/2008,95726.0,91338.0
10000715,24/03/2008,95726.0,62919.0
10001213,19/12/2008,81383.0,97964.0
10002265,19/05/2008,72573.0,79585.0
10002265,19/05/2008,72573.0,71487.0
10003013,14/03/2008,60501.0,67389.0
10003123,10/07/2008,72573.0,68460.0
10004089,17/09/2008,60501.0,98738.0
10004192,29/10/2008,69116.0,75919.0
10004536,15/07/2008,95871.0,71604.0
10005889,28/01/2008,97910.0,59738.0
10005889,28/01/2008,97910.0,99004.0
10005889,28/01/2008,97910.0,96738.0
10006089,07/07/2008,68752.0,70026.0
10006760,09/12/2008,74224.0,65024.0
10006760,09/12/2008,74224.0,94911.0
10006760,09/12/2008,74224.0,74224.0
10006763,17/03/2008,59723.0,92028.0
10007129,21/07/2008,67543.0,67389.0
10007164,02/06/2008,67543.0,67389.0
10007164,02/06/2008,67543.0,60000.0
10007464,29/01/2008,67543.0,67389.0
10007464,29/01/2008,67543.0,66425.0
10007464,29/01/2008,67543.0,79585.0
10007464,29/01/2008,67543.0,75919.0
10009317,18/01/2008,94419.0,85761.0
10009809,26/08/2008,94046.0,72882.0
10009809,26/08/2008,94046.0,59211.0
10010245,02/10/2008,98563.0,99763.0
10010270,02/04/2008,63228.0,98092.0
10010729,21/08/2008,93839.0,66266.0
10010729,21/08/2008,93839.0,67669.0
10015097,01/07/2008,61111.0,92464.0
10015097,01/07/2008,61111.0,85308.0
10015097,01/07/2008,61111.0,76536.0
10015899,03/04/2008,88077.0,87028.0
10016497,17/04/2008,61111.0,92464.0
10016497,17/04/2008,61111.0,76536.0
10016497,17/04/2008,61111.0,75919.0
10017394,06/02/2008,64660.0,62242.0
10017469,10/07/2008,66425.0,62242.0
10018864,29/10/2008,75216.0,75919.0
10019795,23/06/2008,64053.0,90956.0
10020420,15/12/2008,76141.0,77746.0
10021875,06/10/2008,68425.0,62540.0
10021875,06/10/2008,68425.0,94120.0
10021875,06/10/2008,68425.0,65231.0
10023456,29/04/2008,95938.0,67389.0
10023456,29/04/2008,95938.0,79585.0
10026461,21/07/2008,71126.0,98092.0
10026835,12/06/2008,68425.0,65231.0
10028574,19/03/2008,68425.0,94120.0
10028574,19/03/2008,68425.0,65231.0
10028874,08/09/2008,93735.0,98738.0
10029162,18/04/2008,68584.0,74114.0
10030286,14/11/2008,97795.0,96691.0
10030286,14/11/2008,97795.0,78036.0
10030605,01/07/2008,71385.0,65790.0
10030972,02/04/2008,64659.0,72882.0
10030972,02/04/2008,64659.0,59738.0
10030972,02/04/2008,64659.0,99004.0
10031056,24/03/2008,87666.0,96653.0
10031056,24/03/2008,87666.0,94363.0
10032108,04/03/2008,75380.0,69583.0
10032108,04/03/2008,75380.0,72882.0
10032773,11/08/2008,71126.0,96021.0
