application_number,advice_date,ego_examiner_id,alter_examiner_id,ego_gender,alter_gender,ego_workgroup,alter_workgroup,ego_race,alter_race,alter_au,ego_au
11289714,02/06/2008,96963.0,77761.0,male,male,164,215,white,white,2159,1644
11289782,23/01/2008,81393.0,75416.0,male,male,217,217,Asian,Asian,2174,2174
11289809,18/09/2008,69588.0,78321.0,male,male,241,245,Asian,Asian,2456,2416
11289809,18/09/2008,69588.0,97961.0,male,male,241,246,Asian,Hispanic,2463,2416
11290026,13/05/2008,69059.0,59533.0,Other,male,247,244,white,white,2444,2478
11290467,16/10/2008,69394.0,69394.0,female,female,171,171,white,white,1716,1716
11290481,22/07/2008,63532.0,77068.0,Other,male,179,170,Asian,white,1700,1792
11290540,26/11/2008,99070.0,97964.0,female,Other,217,217,Asian,Asian,2179,2174
11290540,13/05/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11290540,26/11/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11290833,11/01/2008,80730.0,69077.0,male,Other,178,178,white,white,1785,1785
11290833,15/09/2008,80730.0,69077.0,male,Other,178,178,white,white,1785,1785
11290833,15/09/2008,80730.0,63829.0,male,female,178,171,white,white,1714,1785
11291012,19/08/2008,97362.0,63465.0,male,male,246,215,Asian,Asian,2152,2468
11291091,28/10/2008,83475.0,62767.0,male,male,177,172,white,white,1724,1776
11291102,25/06/2008,62152.0,77915.0,male,male,172,172,white,white,1726,1726
11291240,09/10/2008,99311.0,64520.0,male,male,241,247,Asian,Asian,2474,2413
11291252,31/03/2008,98045.0,68919.0,male,Other,173,163,white,Asian,1634,1733
11291252,14/10/2008,98045.0,62815.0,male,male,173,175,white,white,1755,1733
11291252,31/03/2008,98045.0,68603.0,male,Other,173,173,white,Asian,1733,1733
11291324,28/10/2008,76396.0,76396.0,male,male,242,242,Asian,Asian,2425,2425
11291325,22/10/2008,91976.0,98092.0,male,Other,242,217,Hispanic,Asian,2178,2425
11291339,31/10/2008,99311.0,92828.0,male,female,241,246,Asian,Asian,2462,2413
11291472,03/12/2008,92443.0,63970.0,male,male,171,171,white,white,1711,1711
11291528,04/04/2008,75530.0,98852.0,Other,male,175,175,Hispanic,white,1754,1754
11291675,28/08/2008,66391.0,88254.0,female,male,211,211,Asian,Asian,2116,2116
11291704,28/05/2008,94782.0,60203.0,Other,female,175,175,Asian,Asian,1759,1758
11291723,13/05/2008,97910.0,85987.0,male,female,167,167,white,white,1678,1678
11291723,13/05/2008,97910.0,69917.0,male,male,167,167,white,Asian,1677,1678
11291723,13/11/2008,97910.0,69917.0,male,male,167,167,white,Asian,1677,1678
11291853,01/10/2008,97657.0,92143.0,male,female,174,178,Asian,white,1783,1744
11291891,27/03/2008,80053.0,83334.0,male,male,211,211,Asian,Asian,2115,2118
11291891,29/07/2008,80053.0,88254.0,male,male,211,211,Asian,Asian,2116,2118
11291899,25/08/2008,67034.0,60851.0,male,male,172,213,white,white,2132,1727
11291899,25/08/2008,67034.0,74052.0,male,female,172,174,white,Asian,1745,1727
11291899,25/08/2008,74820.0,60851.0,male,male,178,213,white,white,2132,1782
11291899,25/08/2008,74820.0,74052.0,male,female,178,174,white,Asian,1745,1782
11292214,17/03/2008,98795.0,83222.0,female,female,216,215,white,white,2152,2168
11292262,28/05/2008,94782.0,60203.0,Other,female,175,175,Asian,Asian,1759,1758
11292377,08/01/2008,81393.0,75416.0,male,male,217,217,Asian,Asian,2174,2174
11292377,09/07/2008,81393.0,75416.0,male,male,217,217,Asian,Asian,2174,2174
11292414,17/09/2008,86115.0,69583.0,male,male,164,164,white,white,1648,1648
11292414,17/09/2008,86115.0,72882.0,male,male,164,164,white,white,1642,1648
11292639,28/10/2008,88496.0,75919.0,Other,Other,245,245,Asian,Asian,2451,2457
11292648,12/11/2008,61517.0,95225.0,male,male,172,162,white,white,1627,1723
11292648,12/11/2008,61517.0,70518.0,male,male,172,173,white,white,1732,1723
11292648,12/11/2008,61517.0,83766.0,male,male,172,248,white,white,2487,1723
11292648,12/11/2008,61517.0,59599.0,male,male,172,217,white,white,2178,1723
11292648,12/11/2008,61517.0,74227.0,male,male,172,161,white,white,1616,1723
11292648,12/11/2008,61517.0,85871.0,male,Other,172,176,white,white,1762,1723
11292652,08/08/2008,74319.0,93966.0,male,male,241,247,white,white,2472,2412
11292661,18/08/2008,80053.0,95122.0,male,Other,211,211,Asian,Asian,2116,2118
11292768,30/09/2008,80053.0,95122.0,male,Other,211,211,Asian,Asian,2116,2118
11293487,03/03/2008,94389.0,99902.0,male,male,216,216,black,white,2167,2165
11293487,03/03/2008,94389.0,92060.0,male,Other,216,215,black,Asian,2154,2165
11293487,17/09/2008,94389.0,92060.0,male,Other,216,215,black,Asian,2154,2165
11293487,17/09/2008,94389.0,64431.0,male,male,216,249,black,white,2496,2165
11293619,01/07/2008,94389.0,99902.0,male,male,216,216,black,white,2167,2165
11293728,04/03/2008,98045.0,68603.0,male,Other,173,173,white,Asian,1733,1733
11293911,29/12/2008,96532.0,86201.0,female,male,176,176,black,white,1765,1767
11294014,26/03/2008,60023.0,83222.0,Other,female,216,215,Asian,white,2152,2167
11294014,26/03/2008,60023.0,60023.0,Other,Other,216,216,Asian,Asian,2167,2167
11294014,07/11/2008,60023.0,60023.0,Other,Other,216,216,Asian,Asian,2167,2167
11294129,28/10/2008,64962.0,68231.0,male,female,216,216,white,white,2162,2165
11294186,02/12/2008,95418.0,60579.0,male,male,242,242,Hispanic,white,2423,2423
11294214,30/09/2008,93498.0,60623.0,male,Other,249,246,Asian,black,2462,2492
11294382,07/11/2008,59539.0,76320.0,male,female,179,174,Asian,white,1743,1798
11294458,27/10/2008,65284.0,83852.0,Other,male,247,247,Asian,white,2477,2474
11294515,05/05/2008,64403.0,77298.0,Other,male,174,174,Asian,white,1744,1743
11295397,16/10/2008,68679.0,72381.0,Other,male,216,213,Asian,white,2136,2164
11295475,01/08/2008,95799.0,88202.0,male,female,171,176,white,white,1762,1713
11295569,03/03/2008,71447.0,61121.0,male,male,179,173,white,white,1734,1791
11295569,17/10/2008,71447.0,61121.0,male,male,179,173,white,white,1734,1791
11295584,14/11/2008,92443.0,63970.0,male,male,171,171,white,white,1711,1711
11295591,02/12/2008,69116.0,75919.0,male,Other,245,245,white,Asian,2451,2457
11295614,28/10/2008,98330.0,62919.0,male,male,241,246,white,white,2469,2413
11295614,28/10/2008,98330.0,65015.0,male,female,241,171,white,Asian,1713,2413
11295625,12/11/2008,92443.0,63970.0,male,male,171,171,white,white,1711,1711
11295753,25/06/2008,97795.0,71764.0,female,male,246,241,white,Asian,2414,2462
11295753,25/06/2008,97795.0,61485.0,female,male,246,244,white,Asian,2443,2462
11295761,03/10/2008,97386.0,74211.0,male,male,215,215,white,Hispanic,2157,2158
11295761,03/10/2008,97386.0,83222.0,male,female,215,215,white,white,2152,2158
11295933,03/06/2008,69870.0,83222.0,male,female,215,215,white,white,2152,2154
11295933,03/06/2008,69870.0,69870.0,male,male,215,215,white,white,2154,2154
11295940,19/03/2008,60280.0,99395.0,female,male,218,218,Asian,white,2188,2185
11296352,07/04/2008,68679.0,69502.0,Other,male,216,218,Asian,white,2183,2164
11296411,06/10/2008,98330.0,95726.0,male,female,241,247,white,black,2474,2413
11296423,10/07/2008,73920.0,99763.0,female,female,165,165,white,white,1653,1657
11296423,10/07/2008,73920.0,92890.0,female,female,165,175,white,white,1756,1657
11296545,11/04/2008,93764.0,75432.0,male,male,217,217,white,white,2174,2172
11296564,27/06/2008,60302.0,93403.0,male,male,162,162,white,white,1626,1626
11296631,10/12/2008,75341.0,71174.0,female,female,171,179,white,white,1792,1717
11296699,22/07/2008,91233.0,96912.0,male,male,171,171,white,white,1712,1712
11296754,25/03/2008,88496.0,64243.0,Other,male,245,245,Asian,black,2457,2457
11296754,04/11/2008,88496.0,65885.0,Other,male,245,245,Asian,white,2457,2457
11296754,25/03/2008,88496.0,75919.0,Other,Other,245,245,Asian,Asian,2451,2457
11297112,06/10/2008,96906.0,65231.0,female,male,242,242,Asian,white,2427,2427
11297166,28/11/2008,74224.0,65024.0,female,male,164,164,white,white,1642,1647
11297166,28/11/2008,74224.0,94911.0,female,Other,164,165,white,Asian,1656,1647
11297319,17/07/2008,96388.0,67669.0,male,male,162,165,white,white,1653,1624
11297387,11/06/2008,67343.0,91619.0,female,female,211,211,Asian,white,2113,2114
11297558,07/10/2008,61734.0,62919.0,Other,male,247,246,Asian,white,2469,2479
11297720,17/10/2008,76356.0,90725.0,Other,female,245,215,white,Hispanic,2159,2455
11297720,17/10/2008,76356.0,62528.0,Other,male,245,249,white,white,2492,2455
11297930,21/10/2008,76356.0,90725.0,Other,female,245,215,white,Hispanic,2159,2455
11297930,21/10/2008,76356.0,62528.0,Other,male,245,249,white,white,2492,2455
11297940,07/11/2008,65569.0,62528.0,female,male,245,249,white,white,2492,2455
11298033,15/08/2008,96682.0,59052.0,Other,male,213,218,Hispanic,Asian,2188,2133
11298127,06/02/2008,76977.0,63635.0,male,male,211,211,white,black,2117,2117
11298177,17/10/2008,76356.0,90725.0,Other,female,245,215,white,Hispanic,2159,2455
11298177,17/10/2008,76356.0,62528.0,Other,male,245,249,white,white,2492,2455
11298197,17/10/2008,76356.0,90725.0,Other,female,245,215,white,Hispanic,2159,2455
11298197,17/10/2008,76356.0,62528.0,Other,male,245,249,white,white,2492,2455
11298289,23/12/2008,65569.0,62528.0,female,male,245,249,white,white,2492,2455
11298351,11/12/2008,75341.0,71174.0,female,female,171,179,white,white,1792,1717
11298397,10/10/2008,70145.0,98092.0,male,Other,242,217,white,Asian,2178,2421
11298435,20/02/2008,85697.0,60579.0,male,male,247,242,white,white,2423,2471
11298624,01/05/2008,64864.0,96172.0,male,female,174,178,white,white,1786,1747
11298923,09/12/2008,98507.0,91499.0,male,male,241,247,Asian,white,2478,2416
11298923,09/12/2008,98507.0,98507.0,male,male,241,241,Asian,Asian,2416,2416
11298999,10/11/2008,74061.0,95398.0,male,male,246,246,Asian,white,2466,2466
11299148,01/08/2008,74061.0,95398.0,male,male,246,246,Asian,white,2466,2466
11299148,01/08/2008,74061.0,71764.0,male,male,246,241,Asian,Asian,2414,2466
11299148,01/08/2008,74061.0,61485.0,male,male,246,244,Asian,Asian,2443,2466
11299345,02/10/2008,76154.0,89403.0,male,female,174,173,white,white,1732,1745
11299364,22/08/2008,96898.0,67669.0,female,male,162,165,white,white,1653,1628
11299437,06/06/2008,73692.0,77068.0,male,male,176,170,white,white,1700,1761
11299437,06/06/2008,73692.0,94899.0,male,male,176,176,white,Asian,1761,1761
11299450,21/10/2008,65569.0,62528.0,female,male,245,249,white,white,2492,2455
11299854,21/08/2008,74061.0,95398.0,male,male,246,246,Asian,white,2466,2466
11299854,21/08/2008,74061.0,71764.0,male,male,246,241,Asian,Asian,2414,2466
11299854,21/08/2008,74061.0,61485.0,male,male,246,244,Asian,Asian,2443,2466
11299995,04/08/2008,74061.0,71764.0,male,male,246,241,Asian,Asian,2414,2466
11299995,04/08/2008,74061.0,61485.0,male,male,246,244,Asian,Asian,2443,2466
11300008,22/02/2008,97657.0,77298.0,male,male,174,174,Asian,white,1744,1744
11300008,24/07/2008,97657.0,77298.0,male,male,174,174,Asian,white,1744,1744
11300041,14/05/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11300041,12/11/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11300067,27/10/2008,70145.0,98092.0,male,Other,242,217,white,Asian,2178,2421
11300067,27/10/2008,70145.0,65231.0,male,male,242,242,white,white,2427,2421
11300107,06/08/2008,74061.0,71764.0,male,male,246,241,Asian,Asian,2414,2466
11300107,06/08/2008,74061.0,61485.0,male,male,246,244,Asian,Asian,2443,2466
11300146,28/10/2008,67752.0,70897.0,male,female,242,247,Asian,Asian,2471,2425
11300213,13/08/2008,74061.0,71764.0,male,male,246,241,Asian,Asian,2414,2466
11300213,13/08/2008,74061.0,61485.0,male,male,246,244,Asian,Asian,2443,2466
11300326,23/05/2008,59279.0,59181.0,Other,female,216,216,white,black,2162,2162
11300326,11/12/2008,59279.0,99902.0,Other,male,216,216,white,white,2167,2162
11300369,10/04/2008,66436.0,89539.0,female,male,173,173,white,white,1731,1731
11300541,21/02/2008,94251.0,76959.0,male,male,174,174,white,white,1741,1741
11300712,08/10/2008,91039.0,91039.0,female,female,244,244,Asian,Asian,2442,2442
11300751,25/07/2008,71143.0,63363.0,female,female,176,175,white,black,1751,1767
11301064,24/06/2008,75774.0,65934.0,male,female,173,178,Hispanic,white,1784,1735
11301064,12/11/2008,75774.0,65934.0,male,female,173,178,Hispanic,white,1784,1735
11301072,07/11/2008,67608.0,85690.0,male,male,213,218,Asian,Asian,2182,2132
11301072,07/11/2008,67608.0,60130.0,male,male,213,216,Asian,black,2161,2132
11301143,19/12/2008,75615.0,95398.0,female,male,246,246,white,white,2466,2466
11301143,13/08/2008,75615.0,71764.0,female,male,246,241,white,Asian,2414,2466
11301143,13/08/2008,75615.0,61485.0,female,male,246,244,white,Asian,2443,2466
11301191,09/06/2008,73692.0,77068.0,male,male,176,170,white,white,1700,1761
11301294,12/12/2008,97975.0,70835.0,male,male,245,215,Asian,white,2157,2457
11301342,06/11/2008,75615.0,95398.0,female,male,246,246,white,white,2466,2466
11301342,05/08/2008,75615.0,71764.0,female,male,246,241,white,Asian,2414,2466
11301342,05/08/2008,75615.0,61485.0,female,male,246,244,white,Asian,2443,2466
11301377,27/08/2008,75615.0,71764.0,female,male,246,241,white,Asian,2414,2466
11301377,27/08/2008,75615.0,61485.0,female,male,246,244,white,Asian,2443,2466
11301443,19/11/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11301489,07/03/2008,73383.0,77068.0,Other,male,171,170,black,white,1700,1717
11301522,11/09/2008,75615.0,71764.0,female,male,246,241,white,Asian,2414,2466
11301522,11/09/2008,75615.0,61485.0,female,male,246,244,white,Asian,2443,2466
11301607,10/10/2008,96906.0,65231.0,female,male,242,242,Asian,white,2427,2427
11301679,22/08/2008,95183.0,64520.0,male,male,247,247,Asian,Asian,2474,2471
11301717,25/11/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11301745,03/09/2008,75615.0,71764.0,female,male,246,241,white,Asian,2414,2466
11301745,03/09/2008,75615.0,61485.0,female,male,246,244,white,Asian,2443,2466
11301764,17/04/2008,76749.0,76749.0,female,female,164,164,white,white,1646,1646
11301825,26/08/2008,75615.0,95398.0,female,male,246,246,white,white,2466,2466
11301825,26/08/2008,75615.0,71764.0,female,male,246,241,white,Asian,2414,2466
11301825,26/08/2008,75615.0,61485.0,female,male,246,244,white,Asian,2443,2466
11301842,29/08/2008,93039.0,63458.0,female,Other,212,212,white,white,2123,2123
11301842,29/08/2008,93039.0,81049.0,female,male,212,212,white,Hispanic,2123,2123
11302352,12/11/2008,60702.0,65231.0,male,male,242,242,white,white,2427,2427
11302366,29/05/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11302452,07/11/2008,59030.0,66932.0,Other,female,244,165,black,white,1653,2441
11302452,07/11/2008,59030.0,59194.0,Other,Other,244,248,black,Asian,2485,2441
11302452,07/11/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11302640,06/10/2008,91039.0,91039.0,female,female,244,244,Asian,Asian,2442,2442
11302875,30/04/2008,69077.0,63935.0,Other,male,178,172,white,Hispanic,1723,1785
11302875,30/10/2008,69077.0,63935.0,Other,male,178,172,white,Hispanic,1723,1785
11302950,11/06/2008,73901.0,97442.0,male,male,211,219,white,Hispanic,2196,2114
11302952,05/06/2008,73901.0,97442.0,male,male,211,219,white,Hispanic,2196,2114
11302973,12/12/2008,59030.0,67846.0,Other,female,244,217,black,Asian,2174,2441
11302973,12/12/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11302996,22/07/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11302996,22/07/2008,99070.0,75416.0,female,male,217,217,Asian,Asian,2174,2174
11303001,19/09/2008,73920.0,67669.0,female,male,165,165,white,white,1653,1657
11303220,23/10/2008,71632.0,90563.0,female,male,211,218,Asian,white,2181,2111
11303325,22/08/2008,77838.0,64728.0,male,female,247,246,white,Asian,2468,2477
11303466,03/03/2008,98297.0,82735.0,male,female,171,171,Asian,white,1713,1713
11303541,14/10/2008,91064.0,93859.0,male,female,179,179,white,white,1794,1793
11303639,12/06/2008,91233.0,68169.0,male,male,171,176,white,white,1762,1712
11303709,21/08/2008,91471.0,71764.0,Other,male,246,241,Asian,Asian,2414,2467
11303709,21/08/2008,91471.0,61485.0,Other,male,246,244,Asian,Asian,2443,2467
11303795,23/05/2008,78056.0,99596.0,male,male,176,246,white,white,2467,1767
11303817,21/07/2008,97111.0,98224.0,male,male,218,218,white,white,2183,2183
11304021,07/03/2008,87994.0,84460.0,female,male,219,219,white,Asian,2193,2191
11304021,07/03/2008,70085.0,84460.0,male,male,248,219,Asian,Asian,2193,2488
11304186,18/09/2008,66879.0,66769.0,male,male,177,172,white,white,1723,1777
11304186,18/09/2008,66879.0,95970.0,male,male,177,177,white,Asian,1774,1777
11304243,01/05/2008,67355.0,94120.0,male,female,242,177,white,white,1773,2424
11304264,07/10/2008,71647.0,62919.0,female,male,246,246,white,white,2469,2462
11304289,05/12/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11304763,29/05/2008,99070.0,99070.0,female,female,217,217,Asian,Asian,2174,2174
11304834,29/04/2008,97609.0,92028.0,Other,male,211,240,black,white,2403,2115
11304989,28/05/2008,75774.0,99316.0,male,female,173,173,Hispanic,white,1735,1735
11305034,17/01/2008,98594.0,68532.0,male,male,213,213,white,white,2137,2133
11305044,06/10/2008,69463.0,69463.0,female,female,247,247,white,white,2477,2477
11305044,06/10/2008,69463.0,92078.0,female,male,247,247,white,Asian,2477,2477
11305283,08/08/2008,69463.0,69463.0,female,female,247,247,white,white,2477,2477
11305283,08/08/2008,69463.0,92078.0,female,male,247,247,white,Asian,2477,2477
11305566,04/09/2008,69463.0,69463.0,female,female,247,247,white,white,2477,2477
11305566,04/09/2008,69463.0,92078.0,female,male,247,247,white,Asian,2477,2477
11305566,04/09/2008,69463.0,62919.0,female,male,247,246,white,white,2469,2477
11305892,04/12/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11305900,16/10/2008,94905.0,96939.0,male,female,161,161,white,white,1611,1611
11306070,15/12/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11306120,18/06/2008,71930.0,99657.0,male,male,211,211,white,Asian,2118,2115
11306178,13/11/2008,85262.0,61134.0,Other,male,215,213,Asian,white,2131,2157
11306178,13/05/2008,85262.0,66605.0,Other,male,215,216,Asian,Hispanic,2162,2157
11306219,22/09/2008,91039.0,91039.0,female,female,244,244,Asian,Asian,2442,2442
11306268,17/04/2008,67812.0,68515.0,male,male,218,246,white,white,2463,2185
11306268,17/04/2008,67812.0,69643.0,male,male,218,218,white,white,2181,2185
11306557,21/11/2008,77773.0,91499.0,male,male,246,247,Asian,white,2478,2463
11306640,16/10/2008,91039.0,91039.0,female,female,244,244,Asian,Asian,2442,2442
11306702,02/04/2008,95622.0,75519.0,male,female,211,211,white,Asian,2116,2116
11306702,27/08/2008,95622.0,95122.0,male,Other,211,211,white,Asian,2116,2116
11306711,16/05/2008,59987.0,95459.0,male,male,173,179,Asian,white,1793,1735
11306711,16/05/2008,59987.0,89539.0,male,male,173,173,Asian,white,1731,1735
11306727,08/04/2008,86435.0,61918.0,male,male,212,212,white,white,2125,2126
11306727,21/08/2008,86435.0,61918.0,male,male,212,212,white,white,2125,2126
11306892,18/09/2008,91039.0,91039.0,female,female,244,244,Asian,Asian,2442,2442
11307026,28/11/2008,75134.0,92028.0,Other,male,244,240,Asian,white,2403,2441
11307524,10/11/2008,62284.0,63188.0,male,male,179,176,white,white,1761,1792
11307593,18/09/2008,68761.0,70079.0,male,male,241,247,white,white,2476,2413
11307598,16/10/2008,64847.0,64847.0,male,male,245,245,white,white,2455,2455
11307598,16/10/2008,64847.0,98830.0,male,male,245,243,white,Asian,2431,2455
11307919,03/10/2008,71143.0,96439.0,female,male,176,173,white,white,1732,1767
11307959,05/08/2008,92981.0,62242.0,female,male,244,214,white,white,2145,2445
11308051,27/08/2008,68761.0,68761.0,male,male,241,241,white,white,2413,2413
11308051,27/08/2008,68761.0,70079.0,male,male,241,247,white,white,2476,2413
11308074,04/09/2008,68761.0,68761.0,male,male,241,241,white,white,2413,2413
11308074,04/09/2008,68761.0,70079.0,male,male,241,247,white,white,2476,2413
11308536,29/09/2008,68761.0,64940.0,male,male,241,173,white,Asian,1736,2413
11308536,29/09/2008,68761.0,93911.0,male,Other,241,216,white,Asian,2161,2413
11308536,29/09/2008,68761.0,95588.0,male,Other,241,217,white,Asian,2173,2413
11308536,29/09/2008,68761.0,96691.0,male,female,241,219,white,Asian,2193,2413
11308536,29/09/2008,68761.0,78036.0,male,female,241,217,white,Asian,2177,2413
11308536,29/09/2008,68761.0,63872.0,male,male,241,241,white,Asian,2411,2413
11308536,29/09/2008,68761.0,59805.0,male,female,241,216,white,Asian,2161,2413
11308536,29/09/2008,68761.0,92710.0,male,female,241,173,white,Asian,1732,2413
11308536,29/09/2008,68761.0,59074.0,male,Other,241,243,white,white,2438,2413
11308564,17/12/2008,68761.0,71393.0,male,Other,241,246,white,Asian,2465,2413
11308564,17/12/2008,68761.0,59074.0,male,Other,241,243,white,white,2438,2413
11308590,06/11/2008,68761.0,70079.0,male,male,241,247,white,white,2476,2413
11308590,06/11/2008,68761.0,59074.0,male,Other,241,243,white,white,2438,2413
11308619,13/11/2008,69394.0,63422.0,female,male,171,171,white,white,1716,1716
11308619,13/11/2008,69394.0,69394.0,female,female,171,171,white,white,1716,1716
11308830,15/05/2008,71142.0,59975.0,female,Other,176,171,white,white,1716,1763
11308856,04/08/2008,96663.0,60986.0,Other,female,212,214,white,Asian,2142,2128
11309025,16/09/2008,71143.0,96439.0,female,male,176,173,white,white,1732,1767
11309112,22/07/2008,71784.0,62242.0,female,male,216,214,white,white,2145,2169
11309387,23/10/2008,94987.0,61533.0,male,Other,216,216,Asian,white,2161,2161
11309387,23/10/2008,94987.0,63002.0,male,male,216,172,Asian,Asian,1723,2161
11309519,08/09/2008,73186.0,60579.0,male,male,242,242,Hispanic,white,2423,2423
11309618,08/01/2008,69680.0,59771.0,male,male,179,174,Asian,white,1742,1795
11309781,10/11/2008,75134.0,60623.0,Other,Other,244,246,Asian,black,2462,2441
11311276,25/07/2008,67034.0,74052.0,male,female,172,174,white,Asian,1745,1727
11311413,23/12/2008,84267.0,60437.0,male,male,172,175,white,white,1756,1721
11311438,31/12/2008,59030.0,60623.0,Other,Other,244,246,black,black,2462,2441
11311521,04/04/2008,59987.0,61435.0,male,male,173,179,Asian,white,1793,1735
11311521,04/04/2008,59987.0,95459.0,male,male,173,179,Asian,white,1793,1735
11311544,25/08/2008,71930.0,99657.0,male,male,211,211,white,Asian,2118,2115
11311554,08/09/2008,71259.0,65024.0,male,male,164,164,Asian,white,1642,1646
11311554,08/09/2008,71259.0,98700.0,male,female,164,162,Asian,white,1625,1646
11311555,08/09/2008,71259.0,65024.0,male,male,164,164,Asian,white,1642,1646
11311555,08/09/2008,71259.0,98700.0,male,female,164,162,Asian,white,1625,1646
11311567,18/07/2008,65654.0,70858.0,female,male,167,167,white,Asian,1677,1678
11311567,18/07/2008,65654.0,64507.0,female,male,167,164,white,white,1644,1678
11311657,25/11/2008,71143.0,73327.0,female,male,176,176,white,white,1761,1767
11311657,25/11/2008,71143.0,96439.0,female,male,176,173,white,white,1732,1767
11311810,28/10/2008,96424.0,63836.0,Other,male,216,216,Asian,Asian,2165,2168
11311810,18/04/2008,96424.0,83222.0,Other,female,216,215,Asian,white,2152,2168
11311813,07/10/2008,96424.0,63836.0,Other,male,216,216,Asian,Asian,2165,2168
11311813,05/03/2008,96424.0,83222.0,Other,female,216,215,Asian,white,2152,2168
11311866,04/12/2008,88496.0,75919.0,Other,Other,245,245,Asian,Asian,2451,2457
11311966,27/06/2008,62892.0,78144.0,male,male,178,179,white,white,1795,1787
11312146,02/10/2008,76154.0,96643.0,male,female,174,163,white,white,1634,1745
11312146,02/10/2008,76154.0,73689.0,male,female,174,174,white,white,1747,1745
11312146,02/10/2008,76154.0,98235.0,male,female,174,165,white,white,1653,1745
11312318,31/07/2008,75989.0,60400.0,female,female,215,179,white,Asian,1793,2158
11312318,31/07/2008,75989.0,70805.0,female,female,215,216,white,Asian,2164,2158
11312418,07/04/2008,71930.0,75519.0,male,female,211,211,white,Asian,2116,2115
11312437,09/10/2008,71930.0,99657.0,male,male,211,211,white,Asian,2118,2115
11312440,10/10/2008,60702.0,94753.0,male,male,242,242,white,Hispanic,2421,2427
11312446,21/08/2008,76927.0,96172.0,female,female,178,178,white,white,1786,1786
11312453,17/12/2008,72148.0,76927.0,male,female,179,178,white,white,1786,1794
11312659,02/12/2008,92143.0,95225.0,female,male,178,162,white,white,1627,1783
11312784,05/11/2008,90294.0,78326.0,male,male,246,216,white,Asian,2166,2467
11312961,21/04/2008,96424.0,97386.0,Other,male,216,215,Asian,white,2158,2168
11312961,21/04/2008,96424.0,83222.0,Other,female,216,215,Asian,white,2152,2168
11312994,21/08/2008,96424.0,63836.0,Other,male,216,216,Asian,Asian,2165,2168
11312994,21/04/2008,96424.0,83222.0,Other,female,216,215,Asian,white,2152,2168
11313089,07/07/2008,96254.0,95201.0,female,male,213,216,Asian,Asian,2162,2137
11313117,01/07/2008,96424.0,63836.0,Other,male,216,216,Asian,Asian,2165,2168
11313220,27/08/2008,62038.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
11313226,01/10/2008,96424.0,74651.0,Other,female,216,216,Asian,Asian,2168,2168
11313226,01/10/2008,96424.0,63836.0,Other,male,216,216,Asian,Asian,2165,2168
11313226,26/03/2008,96424.0,97386.0,Other,male,216,215,Asian,white,2158,2168
11313226,26/03/2008,96424.0,62476.0,Other,Other,216,213,Asian,Asian,2136,2168
11313344,10/12/2008,91048.0,99316.0,Other,female,173,173,Hispanic,white,1735,1732
11313609,08/08/2008,92884.0,96691.0,Other,female,247,219,Asian,Asian,2193,2477
11313609,08/08/2008,92884.0,78036.0,Other,female,247,217,Asian,Asian,2177,2477
11313622,29/05/2008,96438.0,60272.0,male,male,212,212,white,Hispanic,2123,2126
11313622,29/05/2008,96438.0,69185.0,male,female,212,212,white,Hispanic,2125,2126
11313803,22/08/2008,71930.0,99657.0,male,male,211,211,white,Asian,2118,2115
11313832,05/09/2008,92884.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
11313850,25/09/2008,71143.0,96439.0,female,male,176,173,white,white,1732,1767
11313905,11/08/2008,92884.0,83852.0,Other,male,247,247,Asian,white,2477,2477
11314125,18/09/2008,92884.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
11314313,28/08/2008,91190.0,61047.0,male,female,179,172,white,white,1722,1795
11314313,08/01/2008,91190.0,91190.0,male,male,179,179,white,white,1795,1795
11314313,28/08/2008,91190.0,91190.0,male,male,179,179,white,white,1795,1795
11314364,04/09/2008,62038.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
11314364,04/09/2008,62038.0,71764.0,Other,male,247,241,Asian,Asian,2414,2477
11314364,04/09/2008,62038.0,61485.0,Other,male,247,244,Asian,Asian,2443,2477
11314418,18/09/2008,62038.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
11314418,18/09/2008,62038.0,93217.0,Other,male,247,241,Asian,Asian,2413,2477
11314510,10/11/2008,71107.0,63176.0,female,male,174,172,white,white,1722,1744
11314616,17/09/2008,62038.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
